Date and Time (UTC), Unix Timestamp (UTC), ID, Data, Protocol, SNR, Receiver
2023-06-15T13:39:32.394Z,1686836372.394,36,6,S256-69kHz,24,000632
2023-06-15T13:39:32.387Z,1686836372.387,36,6,S256-69kHz,14,000047
2023-06-15T13:39:32.349Z,1686836372.349,36,6,S256-69kHz,52,000022
2023-06-15T13:39:32.349Z,1686836372.349,36,6,S256-71kHz,22,000022
2023-06-15T13:39:32.349Z,1686836372.349,36,6,S256-67kHz,15,000022
2023-06-15T13:39:12.392Z,1686836352.392,36,6,S256-69kHz,14,000047
2023-06-15T13:39:12.391Z,1686836352.391,36,6,S256-69kHz,27,000632
2023-06-15T13:39:12.349Z,1686836352.349,36,6,S256-69kHz,52,000022
2023-06-15T13:39:12.349Z,1686836352.349,36,6,S256-71kHz,23,000022
2023-06-15T13:39:12.349Z,1686836352.349,36,6,S256-67kHz,15,000022
2023-06-15T13:39:02.390Z,1686836342.390,36,6,S256-69kHz,13,000047
2023-06-15T13:39:02.390Z,1686836342.390,36,6,S256-69kHz,30,000632
2023-06-15T13:39:02.349Z,1686836342.349,36,6,S256-71kHz,23,000022
2023-06-15T13:39:02.348Z,1686836342.348,36,6,S256-69kHz,53,000022
2023-06-15T13:39:02.348Z,1686836342.348,36,6,S256-67kHz,16,000022
2023-06-15T13:38:52.400Z,1686836332.400,36,6,S256-69kHz,13,000047
2023-06-15T13:38:52.391Z,1686836332.391,36,6,S256-69kHz,28,000632
2023-06-15T13:38:52.349Z,1686836332.349,36,6,S256-69kHz,53,000022
2023-06-15T13:38:52.349Z,1686836332.349,36,6,S256-71kHz,23,000022
2023-06-15T13:38:52.349Z,1686836332.349,36,6,S256-67kHz,15,000022
2023-06-15T13:38:42.391Z,1686836322.391,36,6,S256-69kHz,27,000632
2023-06-15T13:38:42.348Z,1686836322.348,36,6,S256-69kHz,52,000022
2023-06-15T13:38:42.348Z,1686836322.348,36,6,S256-71kHz,22,000022
2023-06-15T13:38:32.391Z,1686836312.391,36,7,S256-69kHz,32,000632
2023-06-15T13:38:32.349Z,1686836312.349,36,7,S256-69kHz,52,000022
2023-06-15T13:38:32.349Z,1686836312.349,36,7,S256-71kHz,19,000022
2023-06-15T13:38:32.349Z,1686836312.349,36,7,S256-67kHz,18,000022
2023-06-15T13:38:22.390Z,1686836302.390,36,6,S256-69kHz,32,000632
2023-06-15T13:38:22.386Z,1686836302.386,36,6,S256-69kHz,17,000047
2023-06-15T13:38:22.348Z,1686836302.348,36,6,S256-69kHz,52,000022
2023-06-15T13:38:22.348Z,1686836302.348,36,6,S256-71kHz,23,000022
2023-06-15T13:38:22.348Z,1686836302.348,36,6,S256-67kHz,16,000022
2023-06-15T13:38:12.390Z,1686836292.390,36,7,S256-69kHz,22,000632
2023-06-15T13:38:12.387Z,1686836292.387,36,7,S256-69kHz,12,000047
2023-06-15T13:38:12.348Z,1686836292.348,36,7,S256-69kHz,51,000022
2023-06-15T13:38:12.348Z,1686836292.348,36,7,S256-71kHz,21,000022
2023-06-15T13:38:12.348Z,1686836292.348,36,7,S256-67kHz,15,000022
2023-06-15T13:38:02.391Z,1686836282.391,36,6,S256-69kHz,22,000632
2023-06-15T13:38:02.348Z,1686836282.348,36,6,S256-69kHz,52,000022
2023-06-15T13:38:02.348Z,1686836282.348,36,6,S256-71kHz,24,000022
2023-06-15T13:38:02.348Z,1686836282.348,36,6,S256-67kHz,16,000022
2023-06-15T13:37:52.390Z,1686836272.390,36,7,S256-69kHz,31,000632
2023-06-15T13:37:52.387Z,1686836272.387,36,7,S256-69kHz,19,000047
2023-06-15T13:37:52.348Z,1686836272.348,36,7,S256-69kHz,53,000022
2023-06-15T13:37:52.348Z,1686836272.348,36,7,S256-71kHz,25,000022
2023-06-15T13:37:52.348Z,1686836272.348,36,7,S256-67kHz,16,000022
2023-06-15T13:37:42.390Z,1686836262.390,36,7,S256-69kHz,28,000632
2023-06-15T13:37:42.349Z,1686836262.349,36,7,S256-69kHz,53,000022
2023-06-15T13:37:42.349Z,1686836262.349,36,7,S256-67kHz,16,000022
2023-06-15T13:37:32.391Z,1686836252.391,36,7,S256-69kHz,27,000632
2023-06-15T13:37:32.388Z,1686836252.388,36,7,S256-69kHz,23,000047
2023-06-15T13:37:32.348Z,1686836252.348,36,7,S256-69kHz,55,000022
2023-06-15T13:37:32.348Z,1686836252.348,36,7,S256-71kHz,21,000022
2023-06-15T13:37:32.348Z,1686836252.348,36,7,S256-67kHz,18,000022
2023-06-15T13:37:22.391Z,1686836242.391,36,7,S256-69kHz,28,000632
2023-06-15T13:37:22.388Z,1686836242.388,36,7,S256-69kHz,20,000047
2023-06-15T13:37:22.349Z,1686836242.349,36,7,S256-69kHz,53,000022
2023-06-15T13:37:22.349Z,1686836242.349,36,7,S256-71kHz,21,000022
2023-06-15T13:37:22.349Z,1686836242.349,36,7,S256-67kHz,16,000022
2023-06-15T13:37:12.390Z,1686836232.390,36,7,S256-69kHz,23,000632
2023-06-15T13:37:12.389Z,1686836232.389,36,7,S256-69kHz,16,000047
2023-06-15T13:37:12.348Z,1686836232.348,36,7,S256-69kHz,52,000022
2023-06-15T13:37:12.348Z,1686836232.348,36,7,S256-71kHz,20,000022
2023-06-15T13:37:12.348Z,1686836232.348,36,7,S256-67kHz,17,000022
2023-06-15T13:37:02.390Z,1686836222.390,36,7,S256-69kHz,28,000632
2023-06-15T13:37:02.349Z,1686836222.349,36,7,S256-69kHz,52,000022
2023-06-15T13:36:52.390Z,1686836212.390,36,6,S256-69kHz,13,000047
2023-06-15T13:36:52.390Z,1686836212.390,36,6,S256-69kHz,30,000632
2023-06-15T13:36:52.348Z,1686836212.348,36,6,S256-69kHz,49,000022
2023-06-15T13:36:52.348Z,1686836212.348,36,6,S256-71kHz,21,000022
2023-06-15T13:36:52.348Z,1686836212.348,36,6,S256-67kHz,16,000022
2023-06-15T13:36:42.390Z,1686836202.390,36,7,S256-69kHz,20,000047
2023-06-15T13:36:42.390Z,1686836202.390,36,7,S256-69kHz,27,000632
2023-06-15T13:36:42.349Z,1686836202.349,36,7,S256-69kHz,52,000022
2023-06-15T13:36:42.349Z,1686836202.349,36,7,S256-71kHz,20,000022
2023-06-15T13:36:42.349Z,1686836202.349,36,7,S256-67kHz,17,000022
2023-06-15T13:36:32.389Z,1686836192.389,36,6,S256-69kHz,18,000047
2023-06-15T13:36:32.389Z,1686836192.389,36,6,S256-69kHz,32,000632
2023-06-15T13:36:32.348Z,1686836192.348,36,6,S256-69kHz,51,000022
2023-06-15T13:36:32.348Z,1686836192.348,36,6,S256-71kHz,24,000022
2023-06-15T13:36:32.348Z,1686836192.348,36,6,S256-67kHz,14,000022
2023-06-15T13:36:22.392Z,1686836182.392,36,6,S256-69kHz,14,000047
2023-06-15T13:36:22.389Z,1686836182.389,36,6,S256-69kHz,31,000632
2023-06-15T13:36:22.349Z,1686836182.349,36,6,S256-69kHz,51,000022
2023-06-15T13:36:22.349Z,1686836182.349,36,6,S256-71kHz,24,000022
2023-06-15T13:36:22.349Z,1686836182.349,36,6,S256-67kHz,16,000022
2023-06-15T13:36:12.390Z,1686836172.390,36,6,S256-69kHz,16,000047
2023-06-15T13:36:12.389Z,1686836172.389,36,6,S256-69kHz,27,000632
2023-06-15T13:36:12.348Z,1686836172.348,36,6,S256-69kHz,53,000022
2023-06-15T13:36:12.348Z,1686836172.348,36,6,S256-71kHz,23,000022
2023-06-15T13:36:12.348Z,1686836172.348,36,6,S256-67kHz,16,000022
2023-06-15T13:36:02.391Z,1686836162.391,36,7,S256-69kHz,16,000047
2023-06-15T13:36:02.390Z,1686836162.390,36,7,S256-69kHz,25,000632
2023-06-15T13:36:02.349Z,1686836162.349,36,7,S256-69kHz,52,000022
2023-06-15T13:36:02.349Z,1686836162.349,36,7,S256-71kHz,20,000022
2023-06-15T13:36:02.349Z,1686836162.349,36,7,S256-67kHz,16,000022
2023-06-15T13:35:52.389Z,1686836152.389,36,6,S256-69kHz,21,000632
2023-06-15T13:35:52.349Z,1686836152.349,36,6,S256-69kHz,50,000022
2023-06-15T13:35:52.349Z,1686836152.349,36,6,S256-71kHz,23,000022
2023-06-15T13:35:52.349Z,1686836152.349,36,6,S256-67kHz,15,000022
2023-06-15T13:35:42.390Z,1686836142.390,36,6,S256-69kHz,16,000047
2023-06-15T13:35:42.389Z,1686836142.389,36,6,S256-69kHz,25,000632
2023-06-15T13:35:42.349Z,1686836142.349,36,6,S256-69kHz,50,000022
2023-06-15T13:35:42.349Z,1686836142.349,36,6,S256-71kHz,22,000022
2023-06-15T13:35:32.391Z,1686836132.391,36,7,S256-69kHz,18,000047
2023-06-15T13:35:32.389Z,1686836132.389,36,7,S256-69kHz,27,000632
2023-06-15T13:35:32.349Z,1686836132.349,36,7,S256-69kHz,50,000022
2023-06-15T13:35:32.349Z,1686836132.349,36,7,S256-71kHz,20,000022
2023-06-15T13:35:22.394Z,1686836122.394,36,7,S256-69kHz,15,000047
2023-06-15T13:35:22.390Z,1686836122.390,36,7,S256-69kHz,22,000632
2023-06-15T13:35:22.353Z,1686836122.353,36,7,S256-71kHz,14,000022
2023-06-15T13:35:22.349Z,1686836122.349,36,7,S256-69kHz,47,000022
2023-06-15T13:35:22.349Z,1686836122.349,36,7,S256-67kHz,14,000022
2023-06-15T13:35:12.391Z,1686836112.391,36,7,S256-69kHz,19,000047
2023-06-15T13:35:12.389Z,1686836112.389,36,7,S256-69kHz,29,000632
2023-06-15T13:35:12.349Z,1686836112.349,36,7,S256-69kHz,51,000022
2023-06-15T13:35:12.349Z,1686836112.349,36,7,S256-71kHz,23,000022
2023-06-15T13:35:12.349Z,1686836112.349,36,7,S256-67kHz,17,000022
2023-06-15T13:35:02.392Z,1686836102.392,36,7,S256-69kHz,23,000047
2023-06-15T13:35:02.389Z,1686836102.389,36,7,S256-69kHz,24,000632
2023-06-15T13:35:02.349Z,1686836102.349,36,7,S256-69kHz,51,000022
2023-06-15T13:35:02.349Z,1686836102.349,36,7,S256-71kHz,24,000022
2023-06-15T13:35:02.349Z,1686836102.349,36,7,S256-67kHz,15,000022
2023-06-15T13:34:52.391Z,1686836092.391,36,7,S256-69kHz,23,000047
2023-06-15T13:34:52.390Z,1686836092.390,36,7,S256-69kHz,26,000632
2023-06-15T13:34:52.349Z,1686836092.349,36,7,S256-69kHz,51,000022
2023-06-15T13:34:52.349Z,1686836092.349,36,7,S256-71kHz,21,000022
2023-06-15T13:34:52.349Z,1686836092.349,36,7,S256-67kHz,15,000022
2023-06-15T13:34:42.392Z,1686836082.392,36,6,S256-69kHz,22,000047
2023-06-15T13:34:42.390Z,1686836082.390,36,6,S256-69kHz,26,000632
2023-06-15T13:34:42.349Z,1686836082.349,36,6,S256-69kHz,52,000022
2023-06-15T13:34:42.349Z,1686836082.349,36,6,S256-71kHz,20,000022
2023-06-15T13:34:42.349Z,1686836082.349,36,6,S256-67kHz,15,000022
2023-06-15T13:34:32.393Z,1686836072.393,36,6,S256-69kHz,19,000047
2023-06-15T13:34:32.350Z,1686836072.350,36,6,S256-69kHz,49,000022
2023-06-15T13:34:32.350Z,1686836072.350,36,6,S256-71kHz,24,000022
2023-06-15T13:34:22.393Z,1686836062.393,36,6,S256-69kHz,18,000047
2023-06-15T13:34:22.389Z,1686836062.389,36,6,S256-69kHz,20,000632
2023-06-15T13:34:22.349Z,1686836062.349,36,6,S256-69kHz,50,000022
2023-06-15T13:34:22.349Z,1686836062.349,36,6,S256-71kHz,22,000022
2023-06-15T13:34:22.349Z,1686836062.349,36,6,S256-67kHz,12,000022
2023-06-15T13:34:12.392Z,1686836052.392,36,6,S256-69kHz,21,000047
2023-06-15T13:34:12.389Z,1686836052.389,36,6,S256-69kHz,22,000632
2023-06-15T13:34:12.349Z,1686836052.349,36,6,S256-69kHz,49,000022
2023-06-15T13:34:12.349Z,1686836052.349,36,6,S256-71kHz,23,000022
2023-06-15T13:34:02.394Z,1686836042.394,36,6,S256-69kHz,20,000047
2023-06-15T13:34:02.389Z,1686836042.389,36,6,S256-69kHz,21,000632
2023-06-15T13:34:02.350Z,1686836042.350,36,6,S256-69kHz,49,000022
2023-06-15T13:34:02.350Z,1686836042.350,36,6,S256-71kHz,22,000022
2023-06-15T13:33:52.395Z,1686836032.395,36,7,S256-69kHz,17,000047
2023-06-15T13:33:52.392Z,1686836032.392,36,7,S256-69kHz,22,000632
2023-06-15T13:33:52.350Z,1686836032.350,36,7,S256-71kHz,20,000022
2023-06-15T13:33:52.347Z,1686836032.347,36,7,S256-69kHz,51,000022
2023-06-15T13:33:52.346Z,1686836032.346,36,7,S256-67kHz,7,000022
2023-06-15T13:33:42.398Z,1686836022.398,36,7,S256-69kHz,15,000047
2023-06-15T13:33:42.389Z,1686836022.389,36,7,S256-69kHz,21,000632
2023-06-15T13:33:42.351Z,1686836022.351,36,7,S256-69kHz,48,000022
2023-06-15T13:33:42.351Z,1686836022.351,36,7,S256-71kHz,20,000022
2023-06-15T13:33:42.351Z,1686836022.351,36,7,S256-67kHz,12,000022
2023-06-15T13:33:32.396Z,1686836012.396,36,6,S256-69kHz,14,000047
2023-06-15T13:33:32.351Z,1686836012.351,36,6,S256-69kHz,49,000022
2023-06-15T13:33:32.350Z,1686836012.350,36,6,S256-71kHz,23,000022
2023-06-15T13:33:22.396Z,1686836002.396,36,6,S256-69kHz,22,000632
2023-06-15T13:33:22.395Z,1686836002.395,36,6,S256-69kHz,21,000047
2023-06-15T13:33:22.351Z,1686836002.351,36,6,S256-69kHz,46,000022
2023-06-15T13:33:22.351Z,1686836002.351,36,6,S256-71kHz,17,000022
2023-06-15T13:33:12.396Z,1686835992.396,36,6,S256-69kHz,17,000047
2023-06-15T13:33:12.391Z,1686835992.391,36,6,S256-69kHz,27,000632
2023-06-15T13:33:12.351Z,1686835992.351,36,6,S256-69kHz,43,000022
2023-06-15T13:33:12.351Z,1686835992.351,36,6,S256-71kHz,17,000022
2023-06-15T13:33:12.351Z,1686835992.351,36,6,S256-67kHz,10,000022
2023-06-15T13:33:02.397Z,1686835982.397,36,7,S256-69kHz,16,000047
2023-06-15T13:33:02.351Z,1686835982.351,36,7,S256-69kHz,43,000022
2023-06-15T13:33:02.351Z,1686835982.351,36,7,S256-71kHz,18,000022
2023-06-15T13:32:52.408Z,1686835972.408,36,7,S256-69kHz,18,000047
2023-06-15T13:32:52.351Z,1686835972.351,36,7,S256-69kHz,46,000022
2023-06-15T13:32:42.397Z,1686835962.397,36,6,S256-69kHz,16,000047
2023-06-15T13:32:42.388Z,1686835962.388,36,6,S256-69kHz,27,000632
2023-06-15T13:32:42.352Z,1686835962.352,36,6,S256-69kHz,43,000022
2023-06-15T13:32:42.352Z,1686835962.352,36,6,S256-71kHz,18,000022
2023-06-15T13:32:32.400Z,1686835952.400,36,6,S256-69kHz,21,000047
2023-06-15T13:32:32.389Z,1686835952.389,36,6,S256-69kHz,22,000632
2023-06-15T13:32:32.355Z,1686835952.355,36,6,S256-67kHz,9,000022
2023-06-15T13:32:32.351Z,1686835952.351,36,6,S256-69kHz,43,000022
2023-06-15T13:32:32.351Z,1686835952.351,36,6,S256-71kHz,20,000022
2023-06-15T13:32:22.398Z,1686835942.398,36,6,S256-69kHz,19,000047
2023-06-15T13:32:22.389Z,1686835942.389,36,6,S256-69kHz,22,000632
2023-06-15T13:32:22.352Z,1686835942.352,36,6,S256-69kHz,44,000022
2023-06-15T13:32:22.352Z,1686835942.352,36,6,S256-67kHz,9,000022
2023-06-15T13:32:12.399Z,1686835932.399,36,6,S256-69kHz,16,000047
2023-06-15T13:32:12.389Z,1686835932.389,36,6,S256-69kHz,15,000632
2023-06-15T13:32:12.352Z,1686835932.352,36,6,S256-69kHz,41,000022
2023-06-15T13:32:02.401Z,1686835922.401,36,6,S256-69kHz,16,000047
2023-06-15T13:32:02.389Z,1686835922.389,36,6,S256-69kHz,19,000632
2023-06-15T13:32:02.352Z,1686835922.352,36,6,S256-69kHz,42,000022
2023-06-15T13:31:52.401Z,1686835912.401,36,7,S256-69kHz,19,000047
2023-06-15T13:31:52.391Z,1686835912.391,36,7,S256-69kHz,22,000632
2023-06-15T13:31:52.353Z,1686835912.353,36,7,S256-69kHz,42,000022
2023-06-15T13:31:52.353Z,1686835912.353,36,7,S256-67kHz,15,000022
2023-06-15T13:31:42.402Z,1686835902.402,36,6,S256-69kHz,18,000047
2023-06-15T13:31:42.390Z,1686835902.390,36,6,S256-69kHz,28,000632
2023-06-15T13:31:42.353Z,1686835902.353,36,6,S256-67kHz,15,000022
2023-06-15T13:31:42.352Z,1686835902.352,36,6,S256-69kHz,46,000022
2023-06-15T13:31:32.401Z,1686835892.401,36,6,S256-69kHz,19,000047
2023-06-15T13:31:32.389Z,1686835892.389,36,6,S256-69kHz,24,000632
2023-06-15T13:31:32.353Z,1686835892.353,36,6,S256-69kHz,50,000022
2023-06-15T13:31:32.353Z,1686835892.353,36,6,S256-67kHz,12,000022
2023-06-15T13:31:22.401Z,1686835882.401,36,6,S256-69kHz,20,000047
2023-06-15T13:31:22.353Z,1686835882.353,36,6,S256-69kHz,48,000022
2023-06-15T13:31:22.353Z,1686835882.353,36,6,S256-71kHz,14,000022
2023-06-15T13:31:12.400Z,1686835872.400,36,6,S256-69kHz,20,000047
2023-06-15T13:31:12.389Z,1686835872.389,36,6,S256-69kHz,26,000632
2023-06-15T13:31:12.353Z,1686835872.353,36,6,S256-69kHz,48,000022
2023-06-15T13:31:12.353Z,1686835872.353,36,6,S256-71kHz,15,000022
2023-06-15T13:31:12.353Z,1686835872.353,36,6,S256-67kHz,14,000022
2023-06-15T13:31:02.402Z,1686835862.402,36,6,S256-69kHz,22,000047
2023-06-15T13:31:02.389Z,1686835862.389,36,6,S256-69kHz,29,000632
2023-06-15T13:31:02.353Z,1686835862.353,36,6,S256-69kHz,48,000022
2023-06-15T13:31:02.353Z,1686835862.353,36,6,S256-71kHz,18,000022
2023-06-15T13:31:02.353Z,1686835862.353,36,6,S256-67kHz,14,000022
2023-06-15T13:30:52.393Z,1686835852.393,36,7,S256-69kHz,21,000632
2023-06-15T13:30:52.354Z,1686835852.354,36,7,S256-69kHz,42,000022
2023-06-15T13:30:42.388Z,1686835842.388,36,7,S256-69kHz,22,000632
2023-06-15T13:30:42.354Z,1686835842.354,36,7,S256-69kHz,45,000022
2023-06-15T13:30:32.401Z,1686835832.401,36,6,S256-69kHz,19,000047
2023-06-15T13:30:32.389Z,1686835832.389,36,6,S256-69kHz,30,000632
2023-06-15T13:30:32.354Z,1686835832.354,36,6,S256-69kHz,46,000022
2023-06-15T13:30:32.354Z,1686835832.354,36,6,S256-71kHz,17,000022
2023-06-15T13:30:32.354Z,1686835832.354,36,6,S256-67kHz,15,000022
2023-06-15T13:30:22.401Z,1686835822.401,36,6,S256-69kHz,22,000047
2023-06-15T13:30:22.390Z,1686835822.390,36,6,S256-69kHz,23,000632
2023-06-15T13:30:22.355Z,1686835822.355,36,6,S256-69kHz,45,000022
2023-06-15T13:30:12.389Z,1686835812.389,36,7,S256-69kHz,30,000632
2023-06-15T13:30:12.353Z,1686835812.353,36,7,S256-69kHz,47,000022
2023-06-15T13:30:02.404Z,1686835802.404,36,7,S256-69kHz,18,000047
2023-06-15T13:30:02.391Z,1686835802.391,36,7,S256-69kHz,22,000632
2023-06-15T13:30:02.355Z,1686835802.355,36,7,S256-69kHz,38,000022
2023-06-15T13:29:52.389Z,1686835792.389,36,7,S256-69kHz,22,000632
2023-06-15T13:29:52.355Z,1686835792.355,36,7,S256-69kHz,36,000022
2023-06-15T13:29:42.405Z,1686835782.405,36,6,S256-69kHz,17,000047
2023-06-15T13:29:42.390Z,1686835782.390,36,6,S256-69kHz,26,000632
2023-06-15T13:29:42.355Z,1686835782.355,36,6,S256-69kHz,40,000022
2023-06-15T13:29:32.402Z,1686835772.402,36,6,S256-69kHz,26,000047
2023-06-15T13:29:32.390Z,1686835772.390,36,6,S256-69kHz,24,000632
2023-06-15T13:29:32.355Z,1686835772.355,36,6,S256-69kHz,41,000022
2023-06-15T13:29:22.404Z,1686835762.404,36,7,S256-69kHz,20,000047
2023-06-15T13:29:22.389Z,1686835762.389,36,7,S256-69kHz,29,000632
2023-06-15T13:29:22.356Z,1686835762.356,36,7,S256-69kHz,37,000022
2023-06-15T13:29:12.390Z,1686835752.390,36,7,S256-69kHz,17,000632
2023-06-15T13:29:12.355Z,1686835752.355,36,7,S256-69kHz,31,000022
2023-06-15T13:29:02.404Z,1686835742.404,36,6,S256-69kHz,20,000047
2023-06-15T13:29:02.390Z,1686835742.390,36,6,S256-69kHz,32,000632
2023-06-15T13:29:02.356Z,1686835742.356,36,6,S256-69kHz,35,000022
2023-06-15T13:28:52.412Z,1686835732.412,36,6,S256-69kHz,25,000047
2023-06-15T13:28:52.390Z,1686835732.390,36,6,S256-69kHz,29,000632
2023-06-15T13:28:42.404Z,1686835722.404,36,7,S256-69kHz,20,000047
2023-06-15T13:28:42.389Z,1686835722.389,36,7,S256-69kHz,26,000632
2023-06-15T13:28:42.355Z,1686835722.355,36,7,S256-69kHz,42,000022
2023-06-15T13:28:42.355Z,1686835722.355,36,7,S256-67kHz,12,000022
2023-06-15T13:28:32.390Z,1686835712.390,36,6,S256-69kHz,26,000632
2023-06-15T13:28:32.356Z,1686835712.356,36,6,S256-69kHz,45,000022
2023-06-15T13:28:32.356Z,1686835712.356,36,6,S256-71kHz,16,000022
2023-06-15T13:28:32.356Z,1686835712.356,36,6,S256-67kHz,11,000022
2023-06-15T13:28:22.390Z,1686835702.390,36,6,S256-69kHz,29,000632
2023-06-15T13:28:22.356Z,1686835702.356,36,6,S256-71kHz,17,000022
2023-06-15T13:28:22.355Z,1686835702.355,36,6,S256-69kHz,43,000022
2023-06-15T13:28:12.390Z,1686835692.390,36,6,S256-69kHz,28,000632
2023-06-15T13:28:12.355Z,1686835692.355,36,6,S256-69kHz,43,000022
2023-06-15T13:28:12.355Z,1686835692.355,36,6,S256-71kHz,16,000022
2023-06-15T13:28:02.405Z,1686835682.405,36,7,S256-69kHz,24,000047
2023-06-15T13:28:02.390Z,1686835682.390,36,7,S256-69kHz,25,000632
2023-06-15T13:28:02.356Z,1686835682.356,36,7,S256-69kHz,51,000022
2023-06-15T13:28:02.356Z,1686835682.356,36,7,S256-71kHz,18,000022
2023-06-15T13:28:02.356Z,1686835682.356,36,7,S256-67kHz,14,000022
2023-06-15T13:27:52.412Z,1686835672.412,36,7,S256-69kHz,20,000047
2023-06-15T13:27:52.390Z,1686835672.390,36,7,S256-69kHz,21,000632
2023-06-15T13:27:52.357Z,1686835672.357,36,7,S256-69kHz,35,000022
2023-06-15T13:27:42.390Z,1686835662.390,36,6,S256-69kHz,34,000632
2023-06-15T13:27:42.356Z,1686835662.356,36,6,S256-69kHz,47,000022
2023-06-15T13:27:32.407Z,1686835652.407,36,7,S256-69kHz,24,000047
2023-06-15T13:27:32.357Z,1686835652.357,36,7,S256-69kHz,50,000022
2023-06-15T13:27:22.390Z,1686835642.390,36,6,S256-69kHz,23,000632
2023-06-15T13:27:22.356Z,1686835642.356,36,6,S256-69kHz,46,000022
2023-06-15T13:27:12.417Z,1686835632.417,36,7,S256-69kHz,16,000047
2023-06-15T13:27:12.393Z,1686835632.393,36,7,S256-69kHz,19,000632
2023-06-15T13:27:12.357Z,1686835632.357,36,7,S256-69kHz,41,000022
2023-06-15T13:27:02.407Z,1686835622.407,36,7,S256-69kHz,19,000047
2023-06-15T13:27:02.391Z,1686835622.391,36,7,S256-69kHz,35,000632
2023-06-15T13:27:02.356Z,1686835622.356,36,7,S256-69kHz,47,000022
2023-06-15T13:27:02.356Z,1686835622.356,36,7,S256-67kHz,10,000022
2023-06-15T13:26:52.407Z,1686835612.407,36,6,S256-69kHz,19,000047
2023-06-15T13:26:52.390Z,1686835612.390,36,6,S256-69kHz,23,000632
2023-06-15T13:26:52.358Z,1686835612.358,36,6,S256-69kHz,46,000022
2023-06-15T13:26:52.357Z,1686835612.357,36,6,S256-71kHz,17,000022
2023-06-15T13:26:42.392Z,1686835602.392,36,6,S256-69kHz,20,000632
2023-06-15T13:26:42.358Z,1686835602.358,36,6,S256-69kHz,35,000022
2023-06-15T13:26:32.413Z,1686835592.413,36,7,S256-69kHz,17,000047
2023-06-15T13:26:32.394Z,1686835592.394,36,7,S256-69kHz,21,000632
2023-06-15T13:26:32.358Z,1686835592.358,36,7,S256-69kHz,35,000022
2023-06-15T13:26:22.407Z,1686835582.407,36,6,S256-69kHz,27,000047
2023-06-15T13:26:22.391Z,1686835582.391,36,6,S256-69kHz,22,000632
2023-06-15T13:26:22.358Z,1686835582.358,36,6,S256-69kHz,47,000022
2023-06-15T13:26:22.358Z,1686835582.358,36,6,S256-67kHz,13,000022
2023-06-15T13:26:12.390Z,1686835572.390,36,6,S256-69kHz,23,000632
2023-06-15T13:26:12.358Z,1686835572.358,36,6,S256-67kHz,8,000022
2023-06-15T13:26:12.357Z,1686835572.357,36,6,S256-69kHz,37,000022
2023-06-15T13:26:02.407Z,1686835562.407,36,6,S256-69kHz,22,000047
2023-06-15T13:26:02.394Z,1686835562.394,36,6,S256-69kHz,27,000632
2023-06-15T13:26:02.359Z,1686835562.359,36,6,S256-69kHz,24,000022
2023-06-15T13:25:52.407Z,1686835552.407,36,6,S256-69kHz,31,000047
2023-06-15T13:25:52.391Z,1686835552.391,36,6,S256-69kHz,23,000632
2023-06-15T13:25:52.358Z,1686835552.358,36,6,S256-69kHz,42,000022
2023-06-15T13:25:42.408Z,1686835542.408,36,5,S256-69kHz,25,000047
2023-06-15T13:25:42.392Z,1686835542.392,36,5,S256-69kHz,30,000632
2023-06-15T13:25:42.359Z,1686835542.359,36,5,S256-69kHz,36,000022
2023-06-15T13:25:22.410Z,1686835522.410,36,5,S256-69kHz,18,000047
2023-06-15T13:25:22.392Z,1686835522.392,36,5,S256-69kHz,24,000632
2023-06-15T13:25:22.359Z,1686835522.359,36,5,S256-69kHz,31,000022
2023-06-15T13:25:12.414Z,1686835512.414,36,4,S256-69kHz,12,000047
2023-06-15T13:25:12.360Z,1686835512.360,36,4,S256-69kHz,35,000022
2023-06-15T13:25:02.415Z,1686835502.415,36,4,S256-69kHz,24,000047
2023-06-15T13:25:02.359Z,1686835502.359,36,4,S256-69kHz,37,000022
2023-06-15T13:23:32.359Z,1686835412.359,36,3,S256-69kHz,24,000022
2023-06-15T13:23:22.402Z,1686835402.402,36,3,S256-69kHz,11,000047
2023-06-15T13:23:22.382Z,1686835402.382,36,3,S256-69kHz,24,000632
2023-06-15T13:23:22.358Z,1686835402.358,36,3,S256-69kHz,38,000022
2023-06-15T13:23:12.383Z,1686835392.383,36,3,S256-69kHz,26,000632
2023-06-15T13:23:12.357Z,1686835392.357,36,3,S256-69kHz,26,000022
2023-06-15T13:19:22.378Z,1686835162.378,36,4,S256-69kHz,30,000022
2023-06-15T13:19:22.352Z,1686835162.352,36,4,S256-69kHz,41,000047
2023-06-15T13:19:12.377Z,1686835152.377,36,4,S256-69kHz,40,000022
2023-06-15T13:19:12.354Z,1686835152.354,36,4,S256-69kHz,33,000047
2023-06-15T13:19:02.403Z,1686835142.403,36,4,S256-69kHz,16,000632
2023-06-15T13:19:02.374Z,1686835142.374,36,4,S256-69kHz,32,000022
2023-06-15T13:19:02.356Z,1686835142.356,36,4,S256-69kHz,36,000047
2023-06-15T13:18:52.405Z,1686835132.405,36,4,S256-69kHz,21,000632
2023-06-15T13:18:52.373Z,1686835132.373,36,4,S256-69kHz,35,000022
2023-06-15T13:18:52.357Z,1686835132.357,36,4,S256-69kHz,31,000047
2023-06-15T13:18:42.402Z,1686835122.402,36,4,S256-69kHz,18,000632
2023-06-15T13:18:42.372Z,1686835122.372,36,4,S256-69kHz,40,000022
