ID:1, TBR, tbrSN: 47 , timestamp: 1686834192.375 , tagProt: 0, tagID:36, tagData:5, SNR:29, tagFreq:69, memAddr:20144
ID:1, TBR, tbrSN: 47 , timestamp: 1686834202.375 , tagProt: 0, tagID:36, tagData:4, SNR:36, tagFreq:69, memAddr:20145
ID:1, TBR, tbrSN: 47 , timestamp: 1686834212.375 , tagProt: 0, tagID:36, tagData:5, SNR:25, tagFreq:69, memAddr:20146
ID:1, TBR, tbrSN: 47 , timestamp: 1686834222.375 , tagProt: 0, tagID:36, tagData:5, SNR:27, tagFreq:69, memAddr:20147
ID:1, TBR, tbrSN: 47 , timestamp: 1686834232.374 , tagProt: 0, tagID:36, tagData:6, SNR:34, tagFreq:69, memAddr:20148
ID:1, TBR, tbrSN: 47 , timestamp: 1686834242.374 , tagProt: 0, tagID:36, tagData:6, SNR:31, tagFreq:69, memAddr:20149
ID:1, TBR, tbrSN: 47 , timestamp: 1686834252.375 , tagProt: 0, tagID:36, tagData:6, SNR:25, tagFreq:69, memAddr:20150
ID:1, TBR, tbrSN: 47 , timestamp: 1686834262.374 , tagProt: 0, tagID:36, tagData:6, SNR:32, tagFreq:69, memAddr:20151
ID:1, TBR, tbrSN: 47 , timestamp: 1686834272.373 , tagProt: 0, tagID:36, tagData:6, SNR:28, tagFreq:69, memAddr:20152
ID:1, TBR, tbrSN: 47 , timestamp: 1686834282.375 , tagProt: 0, tagID:36, tagData:7, SNR:28, tagFreq:69, memAddr:20153
ID:1, TBR, tbrSN: 47 , timestamp: 1686834292.374 , tagProt: 0, tagID:36, tagData:7, SNR:31, tagFreq:69, memAddr:20154
ID:1, TBR, tbrSN: 47 , timestamp: 1686834302.374 , tagProt: 0, tagID:36, tagData:7, SNR:29, tagFreq:69, memAddr:20155
ID:1, TBR, tbrSN: 47 , timestamp: 1686834312.374 , tagProt: 0, tagID:36, tagData:7, SNR:22, tagFreq:69, memAddr:20156
ID:1, TBR, tbrSN: 47 , timestamp: 1686834322.373 , tagProt: 0, tagID:36, tagData:7, SNR:25, tagFreq:69, memAddr:20157
ID:1, TBR, tbrSN: 47 , timestamp: 1686834332.373 , tagProt: 0, tagID:36, tagData:7, SNR:32, tagFreq:69, memAddr:20158
ID:1, TBR, tbrSN: 47 , timestamp: 1686834342.373 , tagProt: 0, tagID:36, tagData:7, SNR:30, tagFreq:69, memAddr:20159
ID:1, TBR, tbrSN: 47 , timestamp: 1686834352.373 , tagProt: 0, tagID:36, tagData:7, SNR:28, tagFreq:69, memAddr:20160
ID:1, TBR, tbrSN: 47 , timestamp: 1686834362.374 , tagProt: 0, tagID:36, tagData:7, SNR:31, tagFreq:69, memAddr:20161
ID:1, TBR, tbrSN: 47 , timestamp: 1686834372.373 , tagProt: 0, tagID:36, tagData:7, SNR:28, tagFreq:69, memAddr:20162
ID:1, TBR, tbrSN: 47 , timestamp: 1686834382.373 , tagProt: 0, tagID:36, tagData:7, SNR:27, tagFreq:69, memAddr:20163
ID:1, TBR, tbrSN: 47 , timestamp: 1686834392.372 , tagProt: 0, tagID:36, tagData:7, SNR:30, tagFreq:69, memAddr:20164
ID:1, TBR, tbrSN: 47 , timestamp: 1686834402.371 , tagProt: 0, tagID:36, tagData:7, SNR:30, tagFreq:69, memAddr:20165
ID:1, TBR, tbrSN: 47 , timestamp: 1686834412.372 , tagProt: 0, tagID:36, tagData:7, SNR:32, tagFreq:69, memAddr:20166
ID:1, TBR, tbrSN: 47 , timestamp: 1686834422.371 , tagProt: 0, tagID:36, tagData:7, SNR:29, tagFreq:69, memAddr:20167
ID:1, TBR, tbrSN: 47 , timestamp: 1686834432.371 , tagProt: 0, tagID:36, tagData:7, SNR:28, tagFreq:69, memAddr:20168
ID:1, TBR, tbrSN: 47 , timestamp: 1686834442.372 , tagProt: 0, tagID:36, tagData:7, SNR:33, tagFreq:69, memAddr:20169
ID:1, TBR, tbrSN: 47 , timestamp: 1686834452.370 , tagProt: 0, tagID:36, tagData:7, SNR:32, tagFreq:69, memAddr:20170
ID:1, TBR, tbrSN: 47 , timestamp: 1686834462.371 , tagProt: 0, tagID:36, tagData:7, SNR:29, tagFreq:69, memAddr:20171
ID:1, TBR, tbrSN: 47 , timestamp: 1686834472.370 , tagProt: 0, tagID:36, tagData:7, SNR:28, tagFreq:69, memAddr:20172
ID:1, TBR, tbrSN: 47 , timestamp: 1686834482.369 , tagProt: 0, tagID:36, tagData:7, SNR:29, tagFreq:69, memAddr:20173
ID:1, TBR, tbrSN: 47 , timestamp: 1686834492.369 , tagProt: 0, tagID:36, tagData:7, SNR:30, tagFreq:69, memAddr:20174
ID:1, TBR, tbrSN: 47 , timestamp: 1686834502.369 , tagProt: 0, tagID:36, tagData:7, SNR:29, tagFreq:69, memAddr:20175
ID:1, TBR, tbrSN: 47 , timestamp: 1686834512.369 , tagProt: 0, tagID:36, tagData:7, SNR:31, tagFreq:69, memAddr:20176
ID:1, TBR, tbrSN: 47 , timestamp: 1686834522.369 , tagProt: 0, tagID:36, tagData:7, SNR:29, tagFreq:69, memAddr:20177
ID:1, TBR, tbrSN: 47 , timestamp: 1686834532.369 , tagProt: 0, tagID:36, tagData:7, SNR:29, tagFreq:69, memAddr:20178
ID:1, TBR, tbrSN: 47 , timestamp: 1686834542.369 , tagProt: 0, tagID:36, tagData:7, SNR:27, tagFreq:69, memAddr:20179
ID:1, TBR, tbrSN: 47 , timestamp: 1686834552.368 , tagProt: 0, tagID:36, tagData:7, SNR:28, tagFreq:69, memAddr:20180
ID:1, TBR, tbrSN: 47 , timestamp: 1686834562.369 , tagProt: 0, tagID:36, tagData:7, SNR:29, tagFreq:69, memAddr:20181
ID:1, TBR, tbrSN: 47 , timestamp: 1686834572.368 , tagProt: 0, tagID:36, tagData:7, SNR:26, tagFreq:69, memAddr:20182
ID:1, TBR, tbrSN: 47 , timestamp: 1686834582.368 , tagProt: 0, tagID:36, tagData:7, SNR:27, tagFreq:69, memAddr:20183
ID:1, TBR, tbrSN: 47 , timestamp: 1686834592.369 , tagProt: 0, tagID:36, tagData:7, SNR:26, tagFreq:69, memAddr:20184
ID:1, TBR, tbrSN: 47 , timestamp: 1686834602.368 , tagProt: 0, tagID:36, tagData:7, SNR:28, tagFreq:69, memAddr:20186
ID:1, TBR, tbrSN: 47 , timestamp: 1686834612.368 , tagProt: 0, tagID:36, tagData:7, SNR:26, tagFreq:69, memAddr:20187
ID:1, TBR, tbrSN: 47 , timestamp: 1686834622.368 , tagProt: 0, tagID:36, tagData:7, SNR:25, tagFreq:69, memAddr:20188
ID:1, TBR, tbrSN: 47 , timestamp: 1686834632.368 , tagProt: 0, tagID:36, tagData:7, SNR:27, tagFreq:69, memAddr:20189
ID:1, TBR, tbrSN: 47 , timestamp: 1686834642.368 , tagProt: 0, tagID:36, tagData:7, SNR:27, tagFreq:69, memAddr:20190
ID:1, TBR, tbrSN: 47 , timestamp: 1686834652.367 , tagProt: 0, tagID:36, tagData:7, SNR:28, tagFreq:69, memAddr:20191
ID:1, TBR, tbrSN: 47 , timestamp: 1686834662.367 , tagProt: 0, tagID:36, tagData:7, SNR:30, tagFreq:69, memAddr:20192
ID:1, TBR, tbrSN: 47 , timestamp: 1686834672.367 , tagProt: 0, tagID:36, tagData:7, SNR:26, tagFreq:69, memAddr:20193
