ID:2, TBR, tbrSN: 632 , timestamp: 1686835392.383 , tagProt: 0, tagID:36, tagData:3, SNR:26, tagFreq:69, memAddr:46389
ID:2, TBR, tbrSN: 632 , timestamp: 1686835402.382 , tagProt: 0, tagID:36, tagData:3, SNR:24, tagFreq:69, memAddr:46390
ID:2, TBR, tbrSN: 632 , timestamp: 1686835542.392 , tagProt: 0, tagID:36, tagData:5, SNR:30, tagFreq:69, memAddr:46392
ID:2, TBR, tbrSN: 632 , timestamp: 1686835552.391 , tagProt: 0, tagID:36, tagData:6, SNR:23, tagFreq:69, memAddr:46393
ID:2, TBR, tbrSN: 632 , timestamp: 1686835562.394 , tagProt: 0, tagID:36, tagData:6, SNR:27, tagFreq:69, memAddr:46394
ID:2, TBR, tbrSN: 632 , timestamp: 1686835572.390 , tagProt: 0, tagID:36, tagData:6, SNR:23, tagFreq:69, memAddr:46395
ID:2, TBR, tbrSN: 632 , timestamp: 1686835582.391 , tagProt: 0, tagID:36, tagData:6, SNR:22, tagFreq:69, memAddr:46396
ID:2, TBR, tbrSN: 632 , timestamp: 1686835592.394 , tagProt: 0, tagID:36, tagData:7, SNR:21, tagFreq:69, memAddr:46397
ID:2, TBR, tbrSN: 632 , timestamp: 1686835602.392 , tagProt: 0, tagID:36, tagData:6, SNR:20, tagFreq:69, memAddr:46398
ID:2, TBR, tbrSN: 632 , timestamp: 1686835612.390 , tagProt: 0, tagID:36, tagData:6, SNR:23, tagFreq:69, memAddr:46399
ID:2, TBR, tbrSN: 632 , timestamp: 1686835622.391 , tagProt: 0, tagID:36, tagData:7, SNR:35, tagFreq:69, memAddr:46400
ID:2, TBR, tbrSN: 632 , timestamp: 1686835632.393 , tagProt: 0, tagID:36, tagData:7, SNR:19, tagFreq:69, memAddr:46401
ID:2, TBR, tbrSN: 632 , timestamp: 1686835642.390 , tagProt: 0, tagID:36, tagData:6, SNR:23, tagFreq:69, memAddr:46402
ID:2, TBR, tbrSN: 632 , timestamp: 1686835662.390 , tagProt: 0, tagID:36, tagData:6, SNR:34, tagFreq:69, memAddr:46403
ID:2, TBR, tbrSN: 632 , timestamp: 1686835672.390 , tagProt: 0, tagID:36, tagData:7, SNR:21, tagFreq:69, memAddr:46404
ID:2, TBR, tbrSN: 632 , timestamp: 1686835682.390 , tagProt: 0, tagID:36, tagData:7, SNR:25, tagFreq:69, memAddr:46405
ID:2, TBR, tbrSN: 632 , timestamp: 1686835692.390 , tagProt: 0, tagID:36, tagData:6, SNR:28, tagFreq:69, memAddr:46406
ID:2, TBR, tbrSN: 632 , timestamp: 1686835702.390 , tagProt: 0, tagID:36, tagData:6, SNR:29, tagFreq:69, memAddr:46407
ID:2, TBR, tbrSN: 632 , timestamp: 1686835712.390 , tagProt: 0, tagID:36, tagData:6, SNR:26, tagFreq:69, memAddr:46408
ID:2, TBR, tbrSN: 632 , timestamp: 1686835722.389 , tagProt: 0, tagID:36, tagData:7, SNR:26, tagFreq:69, memAddr:46409
ID:2, TBR, tbrSN: 632 , timestamp: 1686835732.390 , tagProt: 0, tagID:36, tagData:6, SNR:29, tagFreq:69, memAddr:46410
ID:2, TBR, tbrSN: 632 , timestamp: 1686835742.390 , tagProt: 0, tagID:36, tagData:6, SNR:32, tagFreq:69, memAddr:46411
ID:2, TBR, tbrSN: 632 , timestamp: 1686835752.390 , tagProt: 0, tagID:36, tagData:7, SNR:17, tagFreq:69, memAddr:46412
ID:2, TBR, tbrSN: 632 , timestamp: 1686835762.389 , tagProt: 0, tagID:36, tagData:7, SNR:29, tagFreq:69, memAddr:46413
ID:2, TBR, tbrSN: 632 , timestamp: 1686835772.390 , tagProt: 0, tagID:36, tagData:6, SNR:24, tagFreq:69, memAddr:46414
ID:2, TBR, tbrSN: 632 , timestamp: 1686835782.390 , tagProt: 0, tagID:36, tagData:6, SNR:26, tagFreq:69, memAddr:46415
ID:2, TBR, tbrSN: 632 , timestamp: 1686835792.389 , tagProt: 0, tagID:36, tagData:7, SNR:22, tagFreq:69, memAddr:46416
ID:2, TBR, tbrSN: 632 , timestamp: 1686835802.391 , tagProt: 0, tagID:36, tagData:7, SNR:22, tagFreq:69, memAddr:46418
ID:2, TBR, tbrSN: 632 , timestamp: 1686835812.389 , tagProt: 0, tagID:36, tagData:7, SNR:30, tagFreq:69, memAddr:46419
ID:2, TBR, tbrSN: 632 , timestamp: 1686835822.390 , tagProt: 0, tagID:36, tagData:6, SNR:23, tagFreq:69, memAddr:46420
ID:2, TBR, tbrSN: 632 , timestamp: 1686835832.389 , tagProt: 0, tagID:36, tagData:6, SNR:30, tagFreq:69, memAddr:46421
ID:2, TBR, tbrSN: 632 , timestamp: 1686835842.388 , tagProt: 0, tagID:36, tagData:7, SNR:22, tagFreq:69, memAddr:46422
ID:2, TBR, tbrSN: 632 , timestamp: 1686835852.393 , tagProt: 0, tagID:36, tagData:7, SNR:21, tagFreq:69, memAddr:46423
ID:2, TBR, tbrSN: 632 , timestamp: 1686835862.389 , tagProt: 0, tagID:36, tagData:6, SNR:29, tagFreq:69, memAddr:46424
ID:2, TBR, tbrSN: 632 , timestamp: 1686835872.389 , tagProt: 0, tagID:36, tagData:6, SNR:26, tagFreq:69, memAddr:46425
ID:2, TBR, tbrSN: 632 , timestamp: 1686835892.389 , tagProt: 0, tagID:36, tagData:6, SNR:24, tagFreq:69, memAddr:46426
